time,temp
2025-04-19 23:42:23,9.76
2025-04-19 23:53:33,9.76
2025-04-20 03:14:46,18.76
2025-04-20 03:55:42,18.76
2025-04-20 04:39:24,20.76
2025-04-20 04:51:49,20.76
2025-04-20 05:35:42,21.76
2025-04-20 05:46:38,21.76
2025-04-20 05:57:23,21.76
2025-04-20 06:45:45,22.76
2025-04-20 06:56:25,22.76
2025-04-20 07:29:56,22.76
2025-04-20 07:41:03,22.76
2025-04-20 07:51:50,22.76
2025-04-20 08:37:13,22.76
2025-04-20 08:49:15,22.76
2025-04-20 08:59:50,22.76
2025-04-20 09:30:12,19.76
2025-04-20 09:42:25,19.76
2025-04-20 09:53:25,19.76
2025-04-20 10:39:17,17.76
2025-04-20 10:50:38,17.76
2025-04-20 11:23:38,16.76
2025-04-20 11:38:31,16.76
2025-04-20 11:49:30,16.76
2025-04-20 12:00:11,16.76
2025-04-20 13:15:35,13.76
2025-04-20 13:41:57,13.76
2025-04-20 13:52:45,13.76
2025-04-20 14:33:17,12.76
2025-04-20 14:45:05,12.76
2025-04-20 14:55:50,12.76
2025-04-20 15:30:44,12.76
2025-04-20 15:44:06,12.76
2025-04-20 15:54:59,12.76
2025-04-20 16:41:23,11.76
2025-04-20 16:51:50,11.76
2025-04-20 17:31:40,11.76
2025-04-20 17:43:58,11.76
2025-04-20 17:54:35,11.76
2025-04-20 18:44:09,10.76
2025-04-20 18:54:54,10.76
2025-04-20 19:23:14,11.76
2025-04-20 19:37:58,11.76
2025-04-20 19:49:02,11.76
2025-04-20 19:59:47,11.76
2025-04-20 20:32:42,10.76
2025-04-20 20:45:13,10.76
2025-04-20 20:56:04,10.76
2025-04-20 21:27:52,10.76
2025-04-20 21:41:35,10.76
